"data_type","updated_datetime","file_name","submitter_id","file_id","file_size","id","created_datetime","md5sum","data_format","access","state","data_category","type","experimental_strategy","project.project_id","entity_id","case_id","entity_submitter_id","entity_type"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","5cc3c136-8c26-4740-bc19-ee93d0ff878d.htseq.counts.gz","5cc3c136-8c26-4740-bc19-ee93d0ff878d_count","871dca81-b5c3-4ae9-b1ca-39e0943890ec",260813,"871dca81-b5c3-4ae9-b1ca-39e0943890ec","2016-06-01T23:24:24.996092-05:00","df71e9a7690fc840c4d9edb9774b0c18","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","dcfb8ca3-39a5-5064-85f3-806beeb4cb68","4dcdd89c-b2a7-594c-95d7-f0e17b7ba440","TARGET-50-PAJMEL-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","8328c0ca-dcb9-4ebd-9be7-4d33e371b18e.htseq.counts.gz","8328c0ca-dcb9-4ebd-9be7-4d33e371b18e_count","06f0c68b-2c4d-4356-8712-e84a0472d25c",260493,"06f0c68b-2c4d-4356-8712-e84a0472d25c","2016-06-01T23:26:56.304948-05:00","3f62e2c72ece1341704723a8b94ca240","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","705fe244-87d8-5c4a-9d84-525c79f2c84b","9e265b0d-4497-5824-880d-0a0c80c1dfd8","TARGET-50-PAJNCZ-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","bde9c657-1c07-4235-a382-6e335a08e2f2.htseq.counts.gz","bde9c657-1c07-4235-a382-6e335a08e2f2_count","429ed0aa-b926-4b6a-809f-b38c5bc0925b",262410,"429ed0aa-b926-4b6a-809f-b38c5bc0925b","2016-05-30T18:14:35.477568-05:00","05fb881e3f2bb693658ec485fab8c056","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","8255a909-bae0-5159-ade9-0554fd549b11","05808c8b-6bd1-520e-beab-f2b70ea86c87","TARGET-50-PAKSCC-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","19b200de-86b5-43e5-9379-a414ac320f7f.htseq.counts.gz","19b200de-86b5-43e5-9379-a414ac320f7f_count","9bc1a471-6353-46f4-a0fe-58d1a62dce1b",262352,"9bc1a471-6353-46f4-a0fe-58d1a62dce1b","2016-06-01T23:23:59.963095-05:00","5ad87bba00616c9c434bd741345e8da8","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","858c0e83-ceb8-5e05-a7dd-0aa251af0dfc","3b7ba08e-d020-505b-9e3a-2a17ac091509","TARGET-50-PAKYFC-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","f879ac15-70ca-4141-a31c-e24ee0b363fc.htseq.counts.gz","f879ac15-70ca-4141-a31c-e24ee0b363fc_count","2a9ddd79-8e37-40f6-8e51-15154bbf8120",264612,"2a9ddd79-8e37-40f6-8e51-15154bbf8120","2016-06-01T23:26:00.609762-05:00","b612d0405dbdd964946abea29ce27ca3","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","6547f94a-63dd-5414-bc74-578871bf73ca","83d3a5f5-41b0-5c12-b120-c70c4d7a984f","TARGET-50-PAJNZU-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","e8b1b217-d9a1-40e8-880c-bdef72f7ab0e.htseq.counts.gz","e8b1b217-d9a1-40e8-880c-bdef72f7ab0e_count","0d8fe702-e90c-45f4-bcd7-0dbca74d51a4",264687,"0d8fe702-e90c-45f4-bcd7-0dbca74d51a4","2016-06-01T23:25:47.432774-05:00","2aa3942778b21fac8bc7cc430fe078e8","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","031a9511-f362-5e58-8031-e6dbc59c7316","7ab3f02e-e4de-59f1-beb3-1f6308e28f66","TARGET-50-PAJNTJ-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","760a512d-b19e-4549-8a58-d4882215849f.htseq.counts.gz","760a512d-b19e-4549-8a58-d4882215849f_count","557c80ac-6efb-495d-a5dd-16975e154a83",261506,"557c80ac-6efb-495d-a5dd-16975e154a83","2016-06-01T23:25:27.257061-05:00","7d181d1959ad1fe01be708c8991bd182","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","5ef53089-5991-5885-befe-f16811400116","72749b08-856a-5f49-b4d8-4ff4a472de4b","TARGET-50-PAJNUP-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","715fccd9-648c-4397-8b2a-4ff60d57a9f8.htseq.counts.gz","715fccd9-648c-4397-8b2a-4ff60d57a9f8_count","0fb640e7-8e3c-469f-9194-ab29c273d250",261880,"0fb640e7-8e3c-469f-9194-ab29c273d250","2016-06-01T23:29:26.187122-05:00","f436898e54958860e9de74a6eef133fb","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","3534e7cc-fac6-5e3d-a30c-5e2681bc7897","ca3d8cee-18fd-5b91-8e91-ac588ae8cca3","TARGET-50-PAJPEW-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","a93632ec-55c9-4bba-a857-53aa1e3ceab8.htseq.counts.gz","a93632ec-55c9-4bba-a857-53aa1e3ceab8_count","80329d91-4f81-473b-980c-a0d933b7c2d8",258940,"80329d91-4f81-473b-980c-a0d933b7c2d8","2016-06-01T23:29:18.626229-05:00","dd5ccb3c223303d9b75442f13cecfefd","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","21ef4586-ee85-53e2-baa8-fea53ad76581","c5032173-66d1-5d68-93c9-f330545d7048","TARGET-50-PAJNNR-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","0612146e-1703-4219-a161-8b28b922c459.htseq.counts.gz","0612146e-1703-4219-a161-8b28b922c459_count","3b73b77f-03ea-4779-ad55-18ca48d57eb5",260517,"3b73b77f-03ea-4779-ad55-18ca48d57eb5","2016-06-01T23:29:56.671806-05:00","7647d6dd0403f260c0f04d5af72d62a8","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","2962f084-8797-5027-acf9-3622055f7c5e","d9d7ee7f-2157-5eae-be03-7076d06ba028","TARGET-50-PAKULH-01A-02R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","10baca0b-926d-4bbb-94e5-eee516aba7dd.htseq.counts.gz","10baca0b-926d-4bbb-94e5-eee516aba7dd_count","e7696da0-d248-4dde-b48a-877956060329",259360,"e7696da0-d248-4dde-b48a-877956060329","2016-06-01T23:30:19.455080-05:00","0fd0c2144c124878a30aa129aed2c94a","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","8b7b9d69-2ccb-595b-819d-9aa517bcfe7f","e6fe798a-bea5-5a0b-9779-d057da4ac78b","TARGET-50-PALLFB-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","370b12a8-8d7f-4670-acfe-3f26635ec73b.htseq.counts.gz","370b12a8-8d7f-4670-acfe-3f26635ec73b_count","ce01c60a-1148-4b58-be69-2560ba1e120d",262395,"ce01c60a-1148-4b58-be69-2560ba1e120d","2016-06-01T23:25:32.996202-05:00","b041e8d99e04f7241d6779fae31d9f9c","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","fc30975a-c52d-589e-8c86-15bba0909c21","756861f3-e20a-5aa9-904e-a51fd26a1cbe","TARGET-50-PALJIP-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","61ca52ce-7683-4de6-a422-f85e7aa2ed4b.htseq.counts.gz","61ca52ce-7683-4de6-a422-f85e7aa2ed4b_count","81809e43-0aa2-43b3-b646-405c93515cc6",261813,"81809e43-0aa2-43b3-b646-405c93515cc6","2016-06-01T23:24:03.179007-05:00","44349fa2350ebd5abe32b7d3148db7e2","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","b272c72f-9eda-54ef-a35e-692a7c143a13","3d496d60-a616-55b6-a6bf-6acf76b56fee","TARGET-50-PAJNBN-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","8ddee527-8143-43ef-91de-3cb78f1616ae.htseq.counts.gz","8ddee527-8143-43ef-91de-3cb78f1616ae_count","4c149ccb-5f4b-4ae9-ad7c-343b37859230",263990,"4c149ccb-5f4b-4ae9-ad7c-343b37859230","2016-06-01T23:23:56.183220-05:00","556d36b937fecdd55d1c1743bdaee9c1","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","ed97799b-8508-5ffd-9d73-f284acf5aecc","39c1aa21-d15c-5f9f-9fea-562d14471768","TARGET-50-PAJNSL-11A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","a59407f9-091b-4915-acfc-580416ff0c55.htseq.counts.gz","a59407f9-091b-4915-acfc-580416ff0c55_count","18e7d545-72bd-44dc-b140-e4298483e6bf",260247,"18e7d545-72bd-44dc-b140-e4298483e6bf","2016-06-01T23:23:52.255453-05:00","7e4091a146374c3c3ed8958b4cb8d383","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","64d2f5c0-fd4d-59a5-9a84-a06f88e4cfbb","37b63d05-d4fe-544e-b215-9751ab9d4e93","TARGET-50-PAJMSE-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","8c5b143f-3675-449b-a5c0-fca9cafe2e35.htseq.counts.gz","8c5b143f-3675-449b-a5c0-fca9cafe2e35_count","6a3954ff-47fd-49d9-b268-30981e18c005",256265,"6a3954ff-47fd-49d9-b268-30981e18c005","2016-06-01T23:27:59.360875-05:00","915eac789c4b2d6e3a72cce130659f8f","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","6000a695-6268-5f64-8c74-c43db4a0bb58","c11ac4ca-e0dd-50b3-a461-a7ab0d1f6264","TARGET-50-PAJMVC-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","d0fd1d70-4467-434a-817a-06156299ae2f.htseq.counts.gz","d0fd1d70-4467-434a-817a-06156299ae2f_count","ff9049a0-f8e4-4f1d-a48c-dbcff2d93f63",267449,"ff9049a0-f8e4-4f1d-a48c-dbcff2d93f63","2016-06-01T23:25:28.017212-05:00","807724eda3c114ec19adb8cb1c103def","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","6a879f98-07fc-51a1-b602-69ed42484e96","7281d4eb-3513-5e7c-84c7-c6aa9ee53f13","TARGET-50-PAECJB-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","4eaa61a5-9ff8-423c-a8ec-fb28cc576dee.htseq.counts.gz","4eaa61a5-9ff8-423c-a8ec-fb28cc576dee_count","46e2a00b-38d1-4323-9028-1649eb5fb886",269519,"46e2a00b-38d1-4323-9028-1649eb5fb886","2016-06-01T23:26:41.760227-05:00","841b6bb9b0908e7cbc71c5087f337d80","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","434b6c11-f35f-5852-a5d7-2d8ad5e29563","9867770a-0037-5f96-b48c-17bc5092f1aa","TARGET-50-PALGLU-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","6c044e12-ed1e-4dc7-8d4f-8cd093cfac01.htseq.counts.gz","6c044e12-ed1e-4dc7-8d4f-8cd093cfac01_count","7a35108e-c18e-4500-8de9-b41a4319ab45",259235,"7a35108e-c18e-4500-8de9-b41a4319ab45","2016-06-01T23:24:10.696235-05:00","053d394b10e1a6a9d63de7b3df5f02e8","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","69442761-2ecb-557a-98be-1ba7b58aa683","42f78594-db07-5523-b17f-67d5188ebd0a","TARGET-50-PAKMSV-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","f69dd807-8426-4c82-9d71-d45d6887eae8.htseq.counts.gz","f69dd807-8426-4c82-9d71-d45d6887eae8_count","b3aa191d-6841-4709-86da-c39f37a93286",260914,"b3aa191d-6841-4709-86da-c39f37a93286","2016-06-01T23:30:58.333830-05:00","a6336ef9e1e8a8e91e8a633f767fd7fc","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","4f4f398a-f0dc-5bf1-a136-59db8f58fbca","f975d082-0cbe-508e-a90a-e07b75afdc3b","TARGET-50-PAKGMU-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","8b02297b-2f42-4e23-89a2-afed7380ab4f.htseq.counts.gz","8b02297b-2f42-4e23-89a2-afed7380ab4f_count","fffea00b-2d87-46bf-8608-b2dbf61bbc36",264352,"fffea00b-2d87-46bf-8608-b2dbf61bbc36","2016-06-01T23:24:49.346961-05:00","782c809378e25726ebe3d0f49003f394","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","7cbc7fd7-7e8b-5199-82c5-f8a04a267dfd","5dc9328b-b5a0-5542-bda9-752bac0b0178","TARGET-50-CAAAAS-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","4c301dad-e307-4de2-8dd1-c445ccbfaa39.htseq.counts.gz","4c301dad-e307-4de2-8dd1-c445ccbfaa39_count","0458e97d-0087-432f-b372-9bf4f5cf9a00",254738,"0458e97d-0087-432f-b372-9bf4f5cf9a00","2016-06-01T23:21:37.782296-05:00","1cce7bef91232d541032f8a71520c6e0","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","d6f4279f-edb7-5466-99eb-0583477d9f23","0bc09e73-617a-527d-9770-8587d6897001","TARGET-50-PAKSDG-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","cbba9fb0-df3e-4ace-b5c3-f97a40c2929b.htseq.counts.gz","cbba9fb0-df3e-4ace-b5c3-f97a40c2929b_count","5e76d905-4126-4030-94ab-776021b985d2",261179,"5e76d905-4126-4030-94ab-776021b985d2","2016-06-01T23:27:17.770160-05:00","ee1a6b3da319c41638b752cb8ff171fe","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","1a823aaf-c275-5241-a4dc-3cd5ee75074a","aa1b2046-c06c-50f2-9391-7ae10f4a0b71","TARGET-50-PAJLSP-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","0f3ed9ff-6a7d-4ca0-a3a8-4b18f862941a.htseq.counts.gz","0f3ed9ff-6a7d-4ca0-a3a8-4b18f862941a_count","f77fd407-0ffa-45be-9c0b-568b455e6793",261860,"f77fd407-0ffa-45be-9c0b-568b455e6793","2016-06-01T23:30:59.615766-05:00","e235bf0b1bba805d08c670943206b7be","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","89e9c720-eb1f-5cee-b724-5663aa50371a","fa45b11d-f94d-50c7-8982-4e3ac5203715","TARGET-50-PAJNLT-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","f519e796-390b-49ff-9f6d-650c60d1df45.htseq.counts.gz","f519e796-390b-49ff-9f6d-650c60d1df45_count","d808ee70-2a07-43da-86db-aee73e1bb8a4",260473,"d808ee70-2a07-43da-86db-aee73e1bb8a4","2016-06-01T23:29:58.191004-05:00","f2d74858c9ee12eaa62873b997e0209d","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","7f05b376-e8db-5261-8e7c-1e50b7da5454","d9f4709d-5d3c-5ae3-8c2d-07466f088e0d","TARGET-50-PAJNGH-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","23e0ae85-b11a-4cf6-a78f-12d33af37783.htseq.counts.gz","23e0ae85-b11a-4cf6-a78f-12d33af37783_count","4fdcb85f-1b8f-46c6-8511-1ee554d4baab",262586,"4fdcb85f-1b8f-46c6-8511-1ee554d4baab","2016-06-01T23:23:20.203492-05:00","ec13ef9483939cdc57644d873db830c0","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","da609566-4ba7-52a7-af27-bbde6759a8ea","22e5e9b7-e477-5379-b3af-e9e3c853a1ed","TARGET-50-PAJPGY-01A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.381022+00:00","5223724f-a8ab-4f5b-9f22-2ea001a0be54.htseq.counts.gz","5223724f-a8ab-4f5b-9f22-2ea001a0be54_count","2b54a9e7-faa6-4033-89d7-ec89deaaf02e",265619,"2b54a9e7-faa6-4033-89d7-ec89deaaf02e","2016-06-01T23:29:57.474717-05:00","cf35ee0b5ac486782cf897ff543e7b01","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-WT","5a99e117-801e-56a7-a6d9-ac334e3f17f6","d9f4709d-5d3c-5ae3-8c2d-07466f088e0d","TARGET-50-PAJNGH-02A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.825530+00:00","c339e2e4-e451-4dd7-8ee1-c690c9b0dd1a.htseq.counts.gz","c339e2e4-e451-4dd7-8ee1-c690c9b0dd1a_count","c80da1fb-c341-4f3e-a1b1-918950355819",254296,"c80da1fb-c341-4f3e-a1b1-918950355819","2016-06-01T23:25:28.771578-05:00","1934212ff504db7de31a434afd6f7e70","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-AML","53cf62d5-0336-5204-b3ff-2d2b5ada6485","72b18b7f-bda5-5f75-9879-0ed486e8ffc1","TARGET-20-PASWLN-09A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.825530+00:00","d1e69dfd-5211-4c24-a86a-3cd52257deb1.htseq.counts.gz","d1e69dfd-5211-4c24-a86a-3cd52257deb1_count","df396e8e-49fa-41fc-ba1a-5cc3c5a79334",247560,"df396e8e-49fa-41fc-ba1a-5cc3c5a79334","2016-06-01T23:27:11.405677-05:00","4cbbe02456a26958acbeb1eb100ac67d","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-AML","c0b5dc58-4f49-5691-ad0c-6d89a78872a8","a5feb1fc-c8b0-53ce-81ab-1f1ff469c0de","TARGET-20-PARLVL-04A-02R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.825530+00:00","1a1d5c6e-f425-4e26-997b-5ed8a0e19e78.htseq.counts.gz","1a1d5c6e-f425-4e26-997b-5ed8a0e19e78_count","2becaa49-e249-4b9a-9846-4d86a7b611c7",259854,"2becaa49-e249-4b9a-9846-4d86a7b611c7","2016-06-01T23:24:45.066362-05:00","bea0fc04247faf7970365cfe868ff167","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-AML","e60d3116-e1ab-5de6-aa4f-7cbe05429a43","5b24846b-1fc9-5f02-92a5-09d719a77280","TARGET-20-PARPDS-09A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.825530+00:00","4b535c70-610c-4041-be89-bdf852b78bec.htseq.counts.gz","4b535c70-610c-4041-be89-bdf852b78bec_count","d858a26e-c8ed-43cf-a00f-9bb7e1d29f33",262859,"d858a26e-c8ed-43cf-a00f-9bb7e1d29f33","2016-06-01T23:30:31.613418-05:00","da2bde48218da0db965645c7e009c470","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-AML","bad5922d-6d7d-5f63-9b7b-6b867f319e06","ed10e1d9-e5a2-5a23-80eb-12db53ec2284","TARGET-20-PASTTW-09A-01R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.825530+00:00","5c971b6e-3295-456b-a8d6-d366af900e30.htseq.counts.gz","5c971b6e-3295-456b-a8d6-d366af900e30_count","b80b2fc8-a196-48bf-ae52-c1576ea3dbcd",247882,"b80b2fc8-a196-48bf-ae52-c1576ea3dbcd","2016-06-01T23:27:53.110841-05:00","42944bb6571e4d69772f16b7132227ef","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-AML","421c60ef-7e78-553b-bb78-63970867d42d","bc274560-cbb7-5d92-934b-da6c113a7ba2","TARGET-20-PAPWHS-09A-03R","aliquot"
"Gene Expression Quantification","2018-11-30T04:41:54.825530+00:00","f85d67cb-d0a1-4362-8793-c51a962be33e.htseq.counts.gz","f85d67cb-d0a1-4362-8793-c51a962be33e_count","a4cc91be-187d-442e-b879-70be36941fe4",252399,"a4cc91be-187d-442e-b879-70be36941fe4","2016-06-01T23:23:47.928452-05:00","57b7db4417c1ffed2c6bf8d6b363027e","TXT","open","released","Transcriptome Profiling","gene_expression","RNA-Seq","TARGET-AML","77d4d370-e37e-5734-9586-55747e36a974","3569ef22-62ab-588d-ae3b-3e81ae4570bd","TARGET-20-PANPKN-09A-03R","aliquot"
