"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000228401.4",-4.15674578723442,-0.602624141413307,-7.41263408778218,4.89115953753378e-11,2.81721188323823e-08,14.8164414330102
"ENSG00000136040.7",2.42734345578888,2.7283977889471,7.40321876811831,5.11693529767488e-11,2.81721188323823e-08,14.7636738803117
"ENSG00000078399.14",6.13552784668711,2.82410436861272,7.40024514548572,5.19036997753791e-11,2.81721188323823e-08,14.7868353249935
"ENSG00000134242.14",1.63982577508396,3.44309968572537,7.39473567077065,5.32920562607404e-11,2.81721188323823e-08,14.6823631666189
"ENSG00000206557.5",-3.96423320786654,-0.113960231938798,-7.38180174302074,5.66979579389716e-11,2.9091055183687e-08,14.6970722972581
"ENSG00000167419.9",-2.96665727519917,0.468883995725035,-7.19403395575381,1.38940592875573e-10,6.78494124035141e-08,13.8329775715183
"ENSG00000267453.5",-6.2959722843434,-0.481715932376294,-7.18787974088224,1.43068385605632e-10,6.78494124035141e-08,13.7731181129466
"ENSG00000132470.12",-2.33564672010775,0.941497418588992,-7.18665344633427,1.43905317221555e-10,6.78494124035141e-08,13.7855455451332
"ENSG00000172889.14",-2.97206551154886,4.34761835482472,-7.15501718649206,1.67258520690603e-10,7.67848656170413e-08,13.5141784013005
"ENSG00000177398.17",-3.17702858179931,-0.0245858326760319,-7.14844064746824,1.72566098282437e-10,7.71901431932593e-08,13.6291603289871
"ENSG00000137571.9",-4.10891619481515,-0.417736316413452,-7.10656365963885,2.1050732327058e-10,9.18075063613817e-08,13.4305614310343
"ENSG00000139117.12",5.16646871081413,-0.00366349280455272,7.09262989829012,2.24882159011867e-10,9.56846161941955e-08,13.2182503717607
"ENSG00000271109.1",-2.36588828677455,0.53886289607944,-7.06928345345599,2.51181328298657e-10,1.04329958861192e-07,13.2579341965725
"ENSG00000113389.14",-3.16034553908878,3.28068647060445,-7.06266465014589,2.59177132564368e-10,1.05147559943846e-07,13.1210637828805
"ENSG00000099864.16",-3.07320322907846,1.02143020195022,-7.0458882851322,2.80592198677692e-10,1.11248429680281e-07,13.1360504644226
"ENSG00000183971.5",-2.60592635558372,2.63586266844965,-7.03371360034461,2.97223151760681e-10,1.15223508499224e-07,13.0097625905467
"ENSG00000116176.6",-3.64332101146045,-4.60085263045454,-7.02095843622904,3.15695835917217e-10,1.18535307934974e-07,12.2946955573288
"ENSG00000099998.16",-2.73318286488501,1.37061330188554,-7.01851940692284,3.19355659096805e-10,1.18535307934974e-07,12.9956569350366
"ENSG00000140682.17",-2.05728409944429,1.35546882815436,-6.9831000718032,3.77495372157859e-10,1.37195974318622e-07,12.8333545351807
"ENSG00000037280.14",-3.84550278289255,0.239542159224654,-6.96352958595704,4.14000375262789e-10,1.47392582580803e-07,12.7852672497225
"ENSG00000250696.4",-4.80681182067038,-2.57075872390624,-6.95139345357391,4.38373704639361e-10,1.52948585548673e-07,12.5301539746041
"ENSG00000113140.9",-3.11644434603747,4.13541822287951,-6.92250942505265,5.02251799294791e-10,1.71799659582306e-07,12.4442515506753
"ENSG00000248334.5",3.90296950276135,1.15245471398649,6.90549376736265,5.44113914524536e-10,1.82539754593856e-07,12.5239349800767
"ENSG00000152953.11",-3.22127239843391,0.632700788024971,-6.89298245815583,5.77082736512197e-10,1.89947327140666e-07,12.4523950512917
"ENSG00000165716.8",-2.45929274166732,2.94937832104856,-6.88868538358209,5.88856619379617e-10,1.90233402316248e-07,12.3275435913352
"ENSG00000064201.14",2.34463850471443,3.20338772406216,6.87799493425263,6.19190799151751e-10,1.90618397721965e-07,12.3102603245802
"ENSG00000068001.12",-1.50152542669168,1.68240718541816,-6.87742255964283,6.20857875266928e-10,1.90618397721965e-07,12.3358768956957
"ENSG00000090971.4",-1.17775245587406,1.39938080439572,-6.8767478173946,6.22828814568759e-10,1.90618397721965e-07,12.3476927199197
"ENSG00000158747.12",-2.57771794332801,-0.0612202561431075,-6.86906024370309,6.45726763844562e-10,1.94219024056351e-07,12.359277031401
"ENSG00000106538.8",-2.98876348790003,-1.70291823289702,-6.86450004252837,6.59701652665604e-10,1.95059242894093e-07,12.2802609370903
"ENSG00000198842.8",-4.08246893061926,-3.07230873986985,-6.83398885199413,7.61228591834834e-10,2.21327213075978e-07,11.9421688994507
"ENSG00000005381.7",-3.77629695527342,8.92714706080587,-6.82252365312183,8.03255811328877e-10,2.29717993912004e-07,11.9576687430442
"ENSG00000243587.6",3.03700128624353,-3.56618838448286,6.80808636135934,8.59459703682548e-10,2.41827008560356e-07,11.3651044156419
"ENSG00000253293.4",4.99863984583337,1.8777035216974,6.79476975488665,9.14745136269892e-10,2.50209593981612e-07,12.0263882420137
"ENSG00000157110.14",-2.93592849718432,2.26508837903544,-6.79402542237546,9.1793717482506e-10,2.50209593981612e-07,11.9287371908176
"ENSG00000139354.9",3.46576741556656,-0.41423768986229,6.7887515430045,9.40872104651873e-10,2.52515597933106e-07,11.9290915526143
"ENSG00000197119.11",-1.16118407733365,4.25512191061466,-6.77363594753247,1.00979740387454e-09,2.63083039571286e-07,11.7488817874957
"ENSG00000174059.15",-4.1515922129733,5.19600374570862,-6.77350670613318,1.01040777594016e-09,2.63083039571286e-07,11.7459385032225
"ENSG00000138449.9",3.85272294134803,1.91166470858363,6.72820133757961,1.24851438673409e-09,3.20299021714356e-07,11.7157744164982
"ENSG00000128578.8",2.50534525348804,-0.595221675527148,6.70736512210762,1.37591460192126e-09,3.44326007384875e-07,11.5933723141616
"ENSG00000254109.4",-3.5766239452875,-4.12183316684193,-6.70375247780659,1.39927670350902e-09,3.44326007384875e-07,11.1344188913717
"ENSG00000224460.1",-1.90771269169691,-0.388915061761564,-6.70342952916899,1.40138415158075e-09,3.44326007384875e-07,11.6177179255221
"ENSG00000172037.12",-3.51185473207373,1.22467499301033,-6.67671965012736,1.58700609391824e-09,3.79250976827448e-07,11.4488091717113
"ENSG00000213759.7",-4.01534818357025,-3.76854167491945,-6.66753226406135,1.65631948189642e-09,3.9046612650923e-07,11.078831951256
"ENSG00000132623.14",2.51612577025829,-2.86200166347301,6.64437491148881,1.84460110236129e-09,4.27902938080606e-07,10.9529538759715
"ENSG00000134531.8",-2.52414906153726,4.18594982637092,-6.64210252706361,1.86418018309694e-09,4.27902938080606e-07,11.1553484080906
"ENSG00000030419.15",-2.4547090352553,1.41877525078142,-6.63566233520537,1.92079350742463e-09,4.35171983597697e-07,11.2500482273361
"ENSG00000170549.3",-5.85244120593812,-2.63530836480425,-6.61736347059254,2.09110110906594e-09,4.67682805739172e-07,11.0434666415154
"ENSG00000178038.15",-2.44784025705408,0.583765492543987,-6.60550676604645,2.2093399959046e-09,4.87872610488046e-07,11.1544018537157
"ENSG00000132122.10",3.24581371923156,-0.297693991816937,6.5624828869907,2.69662991456825e-09,5.73691571459063e-07,10.9545542470758
"ENSG00000275342.3",-1.78606203974765,1.48337537857122,-6.55412910835067,2.80288944735549e-09,5.8911333023032e-07,10.8805321333875
"ENSG00000133519.11",-3.06059571240675,-3.23503507090565,-6.53269816592955,3.09479744040902e-09,6.3815206376162e-07,10.6303894441632
"ENSG00000130702.12",-2.03330838828591,1.9836626494243,-6.53168151582982,3.10936803781815e-09,6.3815206376162e-07,10.7520474282286
"ENSG00000169184.5",-3.41250449390383,3.3062525718527,-6.51728315148934,3.32315530324435e-09,6.74098189129043e-07,10.6309517851423
"ENSG00000258733.4",-2.18152635361969,-0.176800456460898,-6.50176432526064,3.5698653534682e-09,7.1581955277302e-07,10.717569981864
"ENSG00000019991.14",-2.65108857137632,3.22891199157708,-6.43136288675804,4.93648381407217e-09,9.7860181973283e-07,10.2413123708992
"ENSG00000173894.9",-1.92440003345023,1.53034176232708,-6.40155539700174,5.66048527521849e-09,1.10951871490097e-06,10.1955242811643
"ENSG00000152804.9",-1.0706511665409,6.02429804256193,-6.39656761929867,5.79148084732134e-09,1.12258203757245e-06,10.0166936849082
"ENSG00000121281.11",1.50252202411126,3.32594844354281,6.39393692554261,5.86177317226049e-09,1.12372124164928e-06,10.0952233964895
"ENSG00000140287.9",-3.20753156790132,1.62940926927097,-6.39078930541836,5.94698585460134e-09,1.12766487210348e-06,10.1450415640914
"ENSG00000154133.13",-3.26261775989023,0.152739944317555,-6.38773524259574,6.03083490411646e-09,1.13126790217539e-06,10.2065444464467
"ENSG00000197381.14",1.37936055070878,1.5872782651762,6.38209141225993,6.1888699792044e-09,1.14856209348107e-06,10.1381953759892
"ENSG00000254369.5",6.08160759934322,-1.92875913999169,6.36838026526101,6.59004166502882e-09,1.21013975627819e-06,9.68146983735252
"ENSG00000168916.14",-2.42117042838297,0.761519417546985,-6.35582259761626,6.97993851203219e-09,1.25786836093329e-06,10.0344436523382
"ENSG00000182871.13",1.9262568860681,1.47660176514407,6.35077471503877,7.14300997052201e-09,1.25979462765976e-06,10.0140385050334
"ENSG00000158715.5",-2.26480475421377,3.01255349057969,-6.35058206663556,7.14930743125918e-09,1.25979462765976e-06,9.8873318271363
"ENSG00000095397.12",-1.88018741570465,2.46551177342873,-6.34305621553211,7.39965652141976e-09,1.29087008016168e-06,9.88149381701566
"ENSG00000249763.1",-3.64829796273279,-5.16527123490716,-6.34043949791697,7.48871461351066e-09,1.29347154883855e-06,9.34772997846827
"ENSG00000124920.12",-2.49687988092739,1.19022171125835,-6.33263378816277,7.76071142729706e-09,1.32730991028625e-06,9.90845857718298
"ENSG00000273314.1",-1.73404153799341,-0.805634581850783,-6.31605502074492,8.37118587308019e-09,1.41781881122217e-06,9.91068723305532
"ENSG00000233016.5",-1.20875185034988,5.18122124063656,-6.31254194710994,8.5065097522999e-09,1.42649610382278e-06,9.64794319609954
"ENSG00000091490.9",2.03288349412771,3.13202797049605,6.31050496865572,8.58596107202019e-09,1.42649610382278e-06,9.74936417056868
"ENSG00000183853.16",-3.72012145543873,-1.63171381049608,-6.28773779276095,9.52539720079308e-09,1.56764673743241e-06,9.76639488978702
"ENSG00000106004.4",4.60701831835348,1.88834743713128,6.26802880521365,1.04200803761553e-08,1.6831324274262e-06,9.68543807862176
"ENSG00000233236.1",-3.23412253429079,0.0567905891041843,-6.261143744092,1.07517756918826e-08,1.72077731142103e-06,9.65501981972675
"ENSG00000166908.16",1.56377733034745,2.29124079732017,6.22727645041694,1.2541252197711e-08,1.98892858717334e-06,9.41771809376045
"ENSG00000145916.17",1.40097730029398,1.86817014739976,6.22266192464287,1.28067895683698e-08,2.00579511301204e-06,9.41975734216542
"ENSG00000239445.4",-2.42471532246889,-2.79028006147009,-6.22012138580734,1.29553414494064e-08,2.00579511301204e-06,9.38446902320275
"ENSG00000244274.6",-1.67189346280016,-0.867766527185666,-6.21948972674918,1.29925392817633e-08,2.00579511301204e-06,9.49214730174465
"ENSG00000143994.12",1.73177346736755,-1.84894191944868,6.21563691074724,1.32217202850048e-08,2.02327114361323e-06,9.38944750784232
"ENSG00000158089.13",-2.76809539842636,0.496595309934811,-6.21113398271768,1.34946305344231e-08,2.04707677976531e-06,9.41300225435193
"ENSG00000205696.4",-4.24228612594431,-4.5042536923823,-6.20890830355702,1.36315676162397e-08,2.05002325056295e-06,9.01019741676661
"ENSG00000161835.9",-1.92344627270101,3.92456842826867,-6.20466406403451,1.38965087328194e-08,2.06981846933599e-06,9.19907076452353
"ENSG00000196358.9",-2.00904070639338,3.06637716842127,-6.20302007590092,1.40004917960244e-08,2.06981846933599e-06,9.22877597957542
"ENSG00000227755.1",-2.48931421816123,-1.74971342208761,-6.17070097621792,1.62078009596915e-08,2.37600914068755e-06,9.2653435525249
"ENSG00000184384.12",-1.62541835092795,2.10968102919644,-6.15864135745898,1.71165409299952e-08,2.48831713769806e-06,9.08756325907683
"ENSG00000152104.10",-2.75689149655539,1.47963505308976,-6.14532774750382,1.81781888964423e-08,2.62081409337551e-06,9.0678182912334
"ENSG00000166825.12",-2.36790587611767,5.29006255840917,-6.14021337098975,1.86030558620009e-08,2.64330719610102e-06,8.88616344895901
"ENSG00000136379.10",-2.34187868396016,1.68822024621646,-6.13294605348522,1.92236626570825e-08,2.7044902826839e-06,9.0003477682612
"ENSG00000257883.1",-2.95422972579315,1.6724712012903,-6.12905946905205,1.95638970116621e-08,2.73033746694756e-06,8.98636711585468
"ENSG00000004399.11",-1.26675364827281,5.58843004403193,-6.12338077438405,2.00717133522273e-08,2.77897650340957e-06,8.80580057673967
"ENSG00000189068.8",-3.45449391116683,1.91733350426556,-6.12137772938074,2.02539177235327e-08,2.78212279281125e-06,8.94200141983085
"ENSG00000165698.14",-1.71142859791032,1.44741611701446,-6.11384971479334,2.09533898252304e-08,2.85571785547769e-06,8.93251847132823
"ENSG00000129467.12",1.60100191418653,1.20856194408342,6.0826127904959,2.41191653936949e-08,3.23660646379236e-06,8.84888145567116
"ENSG00000224940.7",-1.96449127401325,0.213632889172859,-6.05782818420041,2.69624594186192e-08,3.59053514929627e-06,8.75999494391093
"ENSG00000105737.8",-2.50335359816447,2.20621564480575,-6.05235499870473,2.76335355665484e-08,3.65202293907907e-06,8.61811121042765
"ENSG00000136158.9",-2.08683650829581,3.8646510884257,-6.04460039043479,2.86126010058115e-08,3.75298364320588e-06,8.49829081216516
"ENSG00000162522.9",-1.34268133392112,3.08889460660363,-6.0428029950555,2.88443669888744e-08,3.75514912030533e-06,8.52278164297597
"ENSG00000105997.21",5.33179893672028,0.83529281962363,6.03956402701817,2.92666961076166e-08,3.76566357891139e-06,8.71598436179163
"ENSG00000171365.14",1.59209514429789,0.4005184113603,6.03887857714291,2.93568499129807e-08,3.76566357891139e-06,8.69946884250385
"ENSG00000123552.16",1.85775555901749,0.757887166906319,6.03120281827198,3.03852805548209e-08,3.85991160042799e-06,8.65501616188073
"ENSG00000149534.7",-3.24032660244694,-1.45151966716386,-6.02759959133563,3.08802186136231e-08,3.85991160042799e-06,8.66662155834616
"ENSG00000203797.8",-2.75409071380845,-1.34126491672187,-6.02457381278828,3.13019666359066e-08,3.85991160042799e-06,8.65594301369585
"ENSG00000132481.5",-2.17393542962258,0.0223913140987345,-6.02356563101271,3.144374834729e-08,3.85991160042799e-06,8.62203506796175
"ENSG00000276141.3",3.48476583277237,0.965701118871267,6.02353992815349,3.14473712259154e-08,3.85991160042799e-06,8.64328029889955
"ENSG00000187556.7",-1.67743088346941,-1.10517400643588,-6.0221744332159,3.16404332967155e-08,3.85991160042799e-06,8.64713155908093
"ENSG00000136854.16",2.98332897884339,-0.869484250118802,6.01478616661401,3.27054567106e-08,3.96212980775289e-06,8.58962539697469
"ENSG00000198959.10",2.6331718413242,0.950428907134975,6.00915110926289,3.35414181182359e-08,4.03537957981121e-06,8.56491384034744
"ENSG00000158050.4",-1.58394314291953,4.48962579090419,-6.00256243180646,3.45455658828807e-08,4.12772189607434e-06,8.29388369681278
"ENSG00000143167.10",-2.46770415200465,0.287494313030562,-5.99861851156535,3.51607445832424e-08,4.17264754595009e-06,8.5015583700755
"ENSG00000173801.15",-1.89591260528593,6.31550331873161,-5.98721994125313,3.70000083856458e-08,4.30861148298201e-06,8.20737269324904
"ENSG00000070731.8",-1.5627903840516,-0.0653370338602032,-5.98700309151243,3.7035901956684e-08,4.30861148298201e-06,8.46874880402059
"ENSG00000022567.8",1.33641945526404,1.7117793694014,5.98693372927509,3.7047390223405e-08,4.30861148298201e-06,8.40023099145833
"ENSG00000110492.14",-1.90415667176568,3.28286078210113,-5.9797875430531,3.82499916602534e-08,4.41901393717299e-06,8.23975819361453
"ENSG00000116985.9",2.17014844555583,-0.471291957574092,5.97658939795807,3.88005683159377e-08,4.4531310149443e-06,8.45252453383097
"ENSG00000172482.4",-4.1880076372407,-3.49821838940474,-5.97485553635506,3.91023159199739e-08,4.45843072695389e-06,8.27297621599947
"ENSG00000160013.7",-2.01721060063886,1.11303621006357,-5.97062307289186,3.98486393047704e-08,4.51402280955662e-06,8.33101798527136
"ENSG00000161714.10",-1.54046769244362,2.34153252768523,-5.96143118445191,4.15181154926232e-08,4.67279693399234e-06,8.21304308880992
"ENSG00000140525.16",1.01440797218737,3.48659863830488,5.95871772559716,4.20239809061767e-08,4.6994124801811e-06,8.16045986146771
"ENSG00000103260.7",-1.581149082025,0.558154872068388,-5.95665545309989,4.2412500874508e-08,4.71265017678849e-06,8.30573787415428
"ENSG00000103245.12",-1.04049649632175,2.55722326069203,-5.94950513452291,4.37871640360739e-08,4.83460175069183e-06,8.14914066173909
"ENSG00000159713.9",-3.45341058210769,2.04435221478635,-5.94712663295203,4.42540863564072e-08,4.85542475778317e-06,8.1771392228598
"ENSG00000249252.4",2.32512293313438,-2.14551219770206,5.94290909900995,4.50941097746113e-08,4.91666715636309e-06,8.20199447257956
"ENSG00000271869.1",-1.12172614664444,3.03325070050289,-5.90486113937961,5.34175322708387e-08,5.75227685472087e-06,7.92697219760438
"ENSG00000151917.16",3.88777412088606,-2.70212889213793,5.89303493846997,5.63001003582691e-08,6.00519691018086e-06,7.82313013250658
"ENSG00000102804.13",-1.74731525170755,5.83069726871752,-5.89241761086322,5.64547029675931e-08,6.00519691018086e-06,7.79716384227324
"ENSG00000115705.19",-4.02736392969974,-4.65805557713965,-5.88930111223981,5.72415948697073e-08,6.0519977121336e-06,7.71046596711477
"ENSG00000253552.6",3.75796952049118,-1.16208812214477,5.87503341538276,6.09840831444588e-08,6.40883934009087e-06,7.97040490536181
"ENSG00000119280.15",1.68354253321062,0.98144755430298,5.87012704726044,6.23258697116469e-08,6.51062752766275e-06,7.94987030171062
"ENSG00000122778.8",-1.73820578346962,2.41748634756037,-5.86236220926498,6.45089662868728e-08,6.69856498139581e-06,7.78044882797783
"ENSG00000165804.14",-1.22872061350452,3.56368083224818,-5.85873291396142,6.55549785690265e-08,6.76690296530572e-06,7.70121565272545
"ENSG00000253187.2",5.10231843114789,-1.27513664730897,5.84562430317097,6.94738937842122e-08,7.04737524636956e-06,7.7687729269449
"ENSG00000086205.15",-3.67313310710907,-5.05526843497054,-5.84543137640591,6.95332580465934e-08,7.04737524636956e-06,7.44690494222996
"ENSG00000088305.17",1.9720419198618,1.99447622143872,5.84428191817637,6.98879861061584e-08,7.04737524636956e-06,7.7822957616762
"ENSG00000006638.10",-2.04893115560807,0.349460579789629,-5.83992325928916,7.12493329332723e-08,7.1433598449479e-06,7.81861062035196
"ENSG00000126878.11",-3.18114594154679,-0.0266700282614055,-5.83842332400326,7.17238157244757e-08,7.14983980179131e-06,7.83810561489763
"ENSG00000280721.1",-2.03079187682613,-0.403331913771929,-5.83438633928131,7.30163503436406e-08,7.21476538851924e-06,7.83441701724021
"ENSG00000269246.1",-1.47972763890295,0.134695958659317,-5.83381146702129,7.32022627553973e-08,7.21476538851924e-06,7.80532169970106
"ENSG00000182247.8",-1.72106012913978,2.85125607152834,-5.79860538526577,8.5520485217387e-08,8.36088086968098e-06,7.4803425676876
"ENSG00000263465.3",-1.03859322850051,4.42878663344484,-5.79263717931073,8.78017678013597e-08,8.50945466274844e-06,7.38696356344054
"ENSG00000186115.11",-2.93852797248065,-2.01257652114436,-5.76923359003299,9.73392052545843e-08,9.33012327289134e-06,7.57345259316774
"ENSG00000111885.6",-1.74852833548918,4.74630530745995,-5.7638669554044,9.96658116444898e-08,9.44929393553329e-06,7.25714565160255
"ENSG00000092853.12",1.49838448250761,1.84236627458419,5.75486750304213,1.03690630842914e-07,9.77774624353852e-06,7.40158448322405
"ENSG00000136802.10",-1.07366631227424,4.95706933254267,-5.73651860180967,1.12397997961905e-07,1.04854709863392e-05,7.13530424053312
"ENSG00000109062.8",-1.07941136729064,6.03622876177479,-5.73241264792151,1.14442714003559e-07,1.06194316265537e-05,7.10691592843958
"ENSG00000166562.7",1.05844132750162,2.84817509053957,5.72769797929578,1.16835667968361e-07,1.07841176069209e-05,7.20719409471259
"ENSG00000148468.15",-3.864814943732,-0.863704458992142,-5.7194156964151,1.2115898763636e-07,1.11243081016648e-05,7.3734211175138
"ENSG00000170873.17",-1.5785827619467,4.34853285615832,-5.71280683610656,1.24721198691675e-07,1.13914204773627e-05,7.04822773729136
"ENSG00000130958.10",-1.0391992358925,3.09506603134651,-5.70577667563714,1.28623445478641e-07,1.16260932972792e-05,7.07045008060749
"ENSG00000278969.1",-2.71486734937145,-2.88785154719717,-5.69860110617592,1.32730051627816e-07,1.19354420136456e-05,7.23204772377113
"ENSG00000127328.20",1.74083630116403,1.14868744832446,5.69631263396833,1.34066639782962e-07,1.19938078513527e-05,7.20583276247259
"ENSG00000170891.9",-2.89026586724136,2.90516238352039,-5.67760124932631,1.45502636299706e-07,1.2928441548693e-05,6.96963343870602
"ENSG00000163393.11",2.99134630306295,1.08374353901955,5.67682664665183,1.45996158503441e-07,1.2928441548693e-05,7.1602012843835
"ENSG00000133392.15",-1.49745829422246,2.09457645562661,-5.6598860103256,1.57210141437379e-07,1.36444324247516e-05,6.9394782269333
"ENSG00000160447.6",-1.3361264976299,2.38165857969956,-5.65640011759512,1.59620459346784e-07,1.37062446822395e-05,6.90536968378731
"ENSG00000173846.11",-1.15072724423911,4.81345441582104,-5.65572235525324,1.60093293401993e-07,1.37062446822395e-05,6.79408420395512
"ENSG00000078596.9",-2.7347935846014,5.40509229243225,-5.655390435344,1.60325355403571e-07,1.37062446822395e-05,6.78934987854828
"ENSG00000142694.6",-1.33871019861042,3.78329985284702,-5.65433555496524,1.61065070785847e-07,1.37062446822395e-05,6.81856334710946
"ENSG00000183092.14",2.35460360117185,-1.23300221383122,5.65260934616229,1.62282777937329e-07,1.37304134422555e-05,7.09063695739152
"ENSG00000186806.5",1.99553944912127,-0.44352293104485,5.65090236810694,1.63495806972637e-07,1.37304134422555e-05,7.09332155957733
"ENSG00000115165.8",-1.59458230559722,4.86870567899246,-5.65060184227896,1.63710289251313e-07,1.37304134422555e-05,6.77186916519678
"ENSG00000178814.14",2.06760407573885,-0.918813840432723,5.64422721379114,1.68325434169584e-07,1.40010543507917e-05,7.06634685232855
"ENSG00000154265.14",2.77101691507189,0.176646336097087,5.64393183015474,1.68542356759315e-07,1.40010543507917e-05,7.06116285712826
"ENSG00000110888.16",1.66580862681536,1.63517929853485,5.63684900270355,1.73826792091582e-07,1.43716037347756e-05,6.92162178481196
"ENSG00000105711.9",-1.65386732999618,0.493763203110834,-5.63401757123723,1.75984512124817e-07,1.43986296822765e-05,6.94134357041292
"ENSG00000171643.12",-2.51008681109318,1.03221648673278,-5.63281010479575,1.76912651365366e-07,1.43986296822765e-05,6.89836508363384
"ENSG00000122223.11",-1.43113697874496,2.91198638701579,-5.63162874439478,1.77825373901661e-07,1.43986296822765e-05,6.76636283823779
"ENSG00000184232.7",-1.49483951624793,3.49037622772634,-5.63104183442006,1.78280539488204e-07,1.43986296822765e-05,6.73293894870974
"ENSG00000170989.8",-2.18067411027157,2.59186854736973,-5.62284860217421,1.84755327830912e-07,1.48527958249321e-05,6.75075609138007
"ENSG00000137225.11",-1.99596923139614,0.67445190792144,-5.62145785755983,1.85877061929374e-07,1.48589449309182e-05,6.87587692711454
"ENSG00000105612.7",-1.33362377878844,2.03432730914236,-5.62064554905928,1.86535336192094e-07,1.48589449309182e-05,6.7789911809766
"ENSG00000116667.11",-1.98820537143711,1.18231756301538,-5.61473542284741,1.91394133749104e-07,1.51766848329687e-05,6.81202018373799
"ENSG00000170542.5",-1.85039486381488,3.97736723027328,-5.6072310358548,1.97742918040894e-07,1.55388522757811e-05,6.61318888120637
"ENSG00000077782.18",-1.49893002905051,2.9665304964471,-5.60311606746822,2.0131149620161e-07,1.57483365526326e-05,6.64288297774176
"ENSG00000177380.12",2.63816775494252,-1.72710500724576,5.60123986818463,2.02959477750028e-07,1.57754041371912e-05,6.85092414655099
"ENSG00000156968.8",3.0469293287057,-0.542974604915307,5.60066610302734,2.03466089473662e-07,1.57754041371912e-05,6.88805036714302
"ENSG00000196526.9",-2.07414742331545,-0.358322068147337,-5.59369382739184,2.09722386294502e-07,1.61885266765822e-05,6.82540046194971
